Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Price,
6.435396063,6.699122661,2.39,629657.6133,
5.637955685,6.65576281,4.45,549167.9399,
7.056146485,5.123795284,3.45,1737582.283,
7.533097336,7.038452373,4.05,1247281.698,
6.064228407,6.848041355,4.36,1779898.996,
5.125019477,6.47103518,3.45,1032663.003,
6.096277806,7.128356949,5.16,1815809.621,
6.704222196,6.544807809,2.24,1387114.42,
7.470217818,6.862835727,3.18,1262012.926,
7.594954312,8.777735234,3.09,1432318.47,
6.444728491,7.077553855,5.43,1501622.125,
5.914077511,5.83542075,4.42,1275676.981,
7.135406223,7.057182261,4.2,1476989.184,
5.830974843,7.06103083,5.13,796289.3069,
6.021458006,5.346830442,3.39,707345.0624,
7.146273286,8.061202867,6.22,1318231.418,
6.451642067,7.881137518,6.5,1020861.337,
5.17990656,7.591351755,5.23,1527691.701,
5.182872692,8.362547848,3.33,1536234.709,
7.520141519,6.509616214,4.03,1482123.625,
5.592888618,7.105833643,5.1,657169.3042,
5.214913663,6.557792533,4.49,1390200.224,
4.640264287,6.388986061,4.21,613788.322,
2.922736153,7.791619771,3.01,677772.3453,
5.060031492,8.767014354,3.29,1535946.643,
5.490824818,6.230345717,4.46,990004.7306,
5.870329833,5.899076342,4.16,1039380.722,
4.214641793,7.695856411,4.16,1107286.973,
5.407138622,6.797125626,2.45,1340909.799,
6.604278391,7.419498795,5.36,1335883.831,
5.945138988,8.847869264,3.16,1015010.538,
4.235712056,5.800259721,2.07,676979.7154,
5.784711657,5.847043911,2.38,1110114.22,
5.642628713,8.560018879,5.3,1641030.478,
5.365761245,7.654447412,3.21,914378.3344,
5.623938648,7.079809676,6.21,1258563.859,
4.435761352,7.131110205,5.22,1440909.001,
6.206884061,7.602107228,6.4,1624137.595,
7.67473941,6.700035164,4.06,1869886.305,
4.007017132,8.854369884,3.1,1302748.858,
5.677914141,8.221347384,6.22,1429529.63,
5.268553097,7.394920536,3.17,1023162.953,
3.443457952,5.724607393,3.5,673571.346,
5.387352926,7.295145801,4.06,1657667.332,
6.910414951,8.288048472,4.29,1392083.818,
6.010367683,7.337393909,6.09,1360100.719,
6.353166704,7.111842354,5.41,1103021.383,
6.461995709,5.865716152,4,1322914.051,
6.299951771,7.529845745,6.32,1305185.545,
6.565511757,7.42247165,5.17,1431517.358,
6.925892347,6.784168099,3.05,1137446.993,
4.703215377,6.935509976,4.23,1010477.392,
7.186098598,6.028782351,4.18,1449033.432,
5.913556737,5.829800996,3.26,1064569.606,
3.664293785,8.609397578,4.07,607249.4233,
3.883363566,7.382972888,4.22,1202227.957,
5.233591889,5.683634534,2.18,816813.5324,
6.200075739,5.645543716,2.3,1598159.227,
5.492570784,7.937276296,5.29,1658381.006,
6.373443777,6.586336778,3.32,1312093.361,
6.125857494,6.410318199,4.06,647982.6536,
6.98176739,9.841095463,5.09,1492786.627,
4.072354843,7.666556488,3.16,627733.7434,
4.267184447,8.544649808,5.5,1827500.892,
4.646330784,7.446262522,3.5,1339254.727,
6.541530335,5.258021705,4.36,1620949.437,
6.90076533,6.904110044,3.18,1637944.645,
4.565139093,7.034869545,3.05,1216888.02,
5.962876976,6.78615561,4.47,1555497.546,
4.925757745,7.427689115,6.22,873048.3196,
4.19694777,5.969959494,2.3,846055.7174,
7.484641869,6.233823171,3.49,1028493.601,
7.013590359,7.001636667,4.29,1569600.446,
5.481563241,7.076296951,3.45,1798232.803,
4.641900412,8.752957081,3.45,1402146.873,
4.973274168,5.355861176,4.38,398909.5099,
5.368736615,6.201132728,2.36,933157.3392,
3.56367208,7.760263219,5.31,712285.8256,
4.736540471,7.231218106,3.12,1261927.419,
6.228342555,6.593137997,4.29,1063964.288,
5.923666481,6.942143477,2.03,1302029.013,
7.107875819,7.696545879,3.02,1957891.588,
5.46901058,6.024523188,2.14,849153.1225,
7.099048884,7.518523593,6.25,1070720.058,
4.846976514,6.324806828,3.03,714166.3978,
6.145816708,5.139752529,3.29,1441882.522,
3.715277954,7.671624312,3.07,693681.0044,
4.789686087,6.979584063,3.23,1060123.73,
6.720492786,7.425285366,5.17,1535262.441,
6.882572563,8.003498595,5.38,1454681.937,
5.079456904,7.592727309,3.07,1062593.483,
6.845592971,6.438340634,2.42,1907859.059,
6.300600085,5.983204722,2.45,965318.6958,
6.269637254,5.908484845,2.35,1109639.996,
5.785354477,6.575241013,3.2,1118595.119,
4.91693574,7.632283473,4.28,1049661.039,
8.090382963,6.927192257,4.41,2294647.784,
5.453666774,7.42577752,6.26,1356062.104,
7.17199641,5.060174794,3.15,989903.6448,
7.244386643,6.437633335,3.12,1499243.168,
5.663164112,6.627339962,2.21,1160246.73,
6.256890183,5.859986448,2.33,1302347.574,
6.160450827,6.858251904,4.17,1553311.161,
4.282450211,5.980078563,4.48,945252.1918,
6.044501787,7.776882083,6.36,1158697.6,
7.33048128,4.878168681,3.45,1261239.272,
6.530735286,6.962538329,3.21,1257282.159,
5.651893514,7.670622678,4.38,1279464.647,
5.257100922,7.435501715,6.43,943854.7279,
6.63832849,5.40803396,2.1,1404540.758,
4.840540269,7.524165511,5.08,1296636.271,
5.588168388,6.938119168,2.27,1450996.038,
5.75306657,8.066219896,4.04,1654965.296,
5.917457589,6.096913211,3.21,1030866.952,
7.38265631,5.105792852,4.14,1204103.087,
5.152322989,6.732551727,3.05,1115721.687,
3.516437566,7.033852224,3.42,606863.1415,
6.716497122,7.392283644,3.02,971174.9868,
4.899213193,7.254178536,6.12,1029855.714,
5.888374575,6.38695295,4.02,1246791.029,
6.074097541,5.056734127,2.33,1146886.093,
6.181027602,6.677805687,4.35,1075550.215,
6.798690628,6.469378923,2.02,1074263.317,
6.543617443,6.847702229,2.27,1115394.393,
5.205708623,8.55876584,3.15,1496210.216,
5.105381084,9.001898577,6.06,1299991.951,
7.410910121,6.278728815,4.07,1446983.542,
6.232125981,6.677337574,4.11,1257376.174,
6.258640532,6.258952049,2.48,1549303.499,
6.091467944,6.649683873,3.35,828477.2913,
6.163256599,6.583689353,2.15,1642011.345,
4.978978133,6.230365773,2.33,847387.2058,
4.758460329,6.862994372,2.33,968082.1645,
7.729031497,7.009953998,6.03,1495384.004,
4.177550251,6.395309807,3.16,678721.8842,
6.503287315,6.868717214,4.49,1427551.145,
6.841166118,7.482816893,5.16,1093873.291,
6.886298316,6.251239098,2.33,1653232.551,
5.196810645,6.993504076,3.15,1178272.297,
5.516292487,6.427597572,3.18,755843.709,
3.870868952,8.1389596,5.18,1210366.529,
5.916766686,6.539603269,2.33,980231.2309,
5.057510963,7.228937922,4.41,1122083.251,
5.655725556,6.847191229,3.18,1441376.394,
6.893260095,6.921532165,3.13,1251794.179,
6.212565023,7.321569047,5.06,1257217.29,
5.370192752,8.030298781,5.45,1986811.17,
7.422466607,6.739908507,4.21,1550242.01,
5.846446261,7.624513514,3.4,1305127.336,
4.327924311,5.370211326,2.17,940162.7245,
5.639266508,7.160643652,3.5,690958.5497,
4.292692379,8.043456348,5.21,1153029.616,
7.156477168,8.200831779,5.38,1116487.357,
7.027551683,6.353573023,3.42,1534171.953,
6.333973361,8.051281302,4.24,893435.1192,
5.641761883,6.297907807,2.31,401148.5688,
4.944037821,8.402290674,6.14,1290755.036,
6.213762126,7.082951909,5.5,1865071.41,
4.685216834,7.854513278,5.03,1251430.92,
6.421544513,5.520686905,3.05,1133910.648,
5.476899984,8.57035713,4.02,1688093.257,
5.593384902,7.33357158,4.2,1394132.241,
5.355724656,6.479993675,4.23,923444.1448,
5.512505418,8.530697129,3.26,1131533.555,
6.669215598,7.08547679,3.15,1475700.71,
4.885243249,7.225521823,3.2,842985.8529,
5.931749143,5.629372721,4.4,1327718.382,
6.467666849,6.497298657,2.02,1220700.696,
8.22391249,7.526951901,3.07,1403176.429,
6.105565961,7.492699747,4.43,1331656.494,
4.589410426,7.854195763,4.18,1051567.946,
6.106164038,8.338978426,3.23,1813857.826,
5.882002394,7.006284953,4.21,1041237.817,
6.313891361,6.370260765,2.44,1746086.989,
6.305722899,6.14846991,4.03,1412881.784,
5.582656343,7.826728312,6.46,1557626.781,
7.048278421,7.458154622,3.1,1797105.103,
6.810646579,5.617601976,4.18,923246.8621,
4.750349731,5.386571385,3.3,834185.5784,
7.798759363,6.858556208,2.46,1603749.984,
5.969126805,5.814822648,3.09,1510996.435,
5.888927,7.759695717,4.04,1496539.313,
5.627573771,8.09294026,5.47,1447325.64,
6.701563819,8.574096901,5.5,1361841.952,
6.165032769,7.085072362,5.48,1409977.131,
6.501045967,6.889478357,2.22,1534111.581,
5.625761811,7.067777356,6.13,1484688.234,
5.63281885,8.299378649,3.37,1379169.449,
4.444299002,8.404363247,3.24,1884385.65,
4.999277265,7.45993862,6.26,856383.5014,
6.817154256,6.313062078,3.46,1689512.18,
5.959944594,7.778720809,4.49,1640185.798,
5.247613113,6.0809811,4.02,452530.1767,
4.865438378,6.108566995,3.39,980145.7829,
4.87896494,7.598998513,5.02,1449409.436,
4.815847581,6.823673796,3.17,814784.2457,
7.598694556,7.947237705,5.13,1735637.414,
6.85150843,5.531987767,3.49,964924.4933,
6.555905513,7.354883185,5.37,1490718.335,
5.719610134,8.022282698,5.18,1086186.428,
6.61401468,7.308434245,4.31,1759180.044,
5.758870614,6.797252737,2.06,1315828.86,
6.405674717,7.54237823,3.11,1137685.116,
6.202711648,6.273381407,4.43,1446155.18,
6.472277303,6.971292638,4.18,1602903.281,
5.400689145,7.632469694,3.13,1440246.33,
4.99175028,5.003836368,4,800146.2261,
5.154151403,9.034975733,4.44,1491538.499,
6.465122998,6.168513957,3.25,969323.4858,
5.158749774,7.748133072,6.2,1055772.871,
6.647405764,6.581800007,4.29,1299430.176,
6.745053762,6.662566733,2.01,1340094.966,
6.259900934,6.67626537,3.23,1723729.655,
5.534965895,7.410784513,5.48,1214104.934,
5.441991594,5.853657264,2.21,393639.074,
7.610990915,6.927858675,3.47,1472539.958,
4.363524182,5.847510742,4.01,502553.0522,
6.447963567,4.583869961,4.29,1296223.706,
5.968185411,5.90694008,2.1,1342814.949,
7.256935688,6.5736184,4.42,1698219.757,
4.610727816,7.56795346,4.41,555504.1478,
5.804754504,7.142835518,3.02,1298980.829,
7.652591049,6.19609335,4.02,1440736.583,
5.663860359,7.580906575,6.29,1145351.161,
6.812864984,6.997284659,4.23,1546957.226,
6.444283309,6.861131564,2.12,1070818.731,
7.749402408,5.841565101,3.34,1993453.673,
4.143032901,6.484095707,3.32,891981.0976,
6.613521403,7.99341993,6.18,1443842.023,
4.136021804,5.984186173,2.31,1305219.521,
5.463875478,7.73337513,6.42,1238708.76,
6.204789238,6.549836017,3.21,1241386.737,
5.632793366,5.781082744,4.07,849008.7047,
6.985000857,8.146308838,6.22,1656785.448,
8.381095863,9.921519789,5.04,1896650.323,
6.095991998,8.126158727,6.37,1300362.028,
3.784839441,7.619011456,4.24,1159749.09,
7.166337989,6.861206526,2.05,1263743.971,
6.907220597,7.286039798,6.25,1292643.52,
5.655902969,8.037263,3.4,1357710.965,
4.821035379,6.545256912,3.14,945551.1489,
6.142770988,7.709022646,5.24,1572099.69,
7.814354699,8.4693801,3.31,2019424.222,
6.586815921,5.528943864,4.28,831471.5304,
7.061757188,5.733871078,3.03,1408347.445,
5.836866405,6.703754321,2.3,1154126.216,
4.311017566,8.747408787,5.32,1521085.472,
4.986835829,9.369370843,4.13,1522143.641,
6.021105708,6.278452801,4.25,1528714.305,
5.907234419,7.076943828,4.2,1289042.121,
6.735563721,7.309515328,6.19,1222799.34,
4.509671101,4.525421031,3.03,792174.1738,
5.056788806,7.712774153,3.16,1753967.477,
6.205939172,6.200115671,4.5,1149524.699,
5.079485076,7.255140733,6.43,1876497.269,
6.590728856,6.317399606,3.19,1045348.23,
4.758588072,6.422631236,3.46,1323300.72,
5.418954685,6.458755876,2.45,997239.7078,
7.28610098,7.464633732,4.09,1204939.904,
7.981054,7.934351162,5.01,1877941.971,
5.33060382,7.642894947,3.02,1245053.433,
5.577592383,6.160888333,2.42,1165990.604,
4.767040191,7.124398855,4.23,1517152.585,
5.483082949,6.065900195,3.36,847767.9216,
6.687493062,7.034591893,3.3,1012269.469,
4.606562547,6.532431958,2.48,1439431.453,
6.562289095,6.345069812,2.44,1461511.881,
6.032244547,7.683664419,4.15,678587.2437,
6.304035222,4.415753056,4.23,783350.6732,
6.488149399,8.695313159,6.19,1499552.269,
6.331567258,7.774634207,4.49,1458422.811,
5.186637721,6.285206893,3.17,1228879.867,
5.182693359,5.553070982,4.04,932380.5504,
5.364399329,7.194020913,4.17,834268.3429,
5.74007608,8.902224391,6.43,1351007.041,
4.791357601,5.697630215,3.35,1068786.672,
6.417495593,8.427868532,4,1124396.249,
7.798746015,7.480512026,6.39,2370231.32,
7.465496106,7.795868186,6.49,1334952.605,
6.652483886,5.651019169,4.14,1504441.01,
5.391557788,6.913776479,3.36,1153435.092,
6.316381847,8.460541118,3.43,1259357.023,
6.905817831,5.985129882,4.16,1567745.807,
6.021541531,7.336151988,5.37,1516419.721,
5.80394353,6.769938966,3.21,1365151.394,
5.08336073,5.401786825,4.25,1046030.114,
6.150796319,6.848577732,2.09,1233965.837,
6.114218507,5.588030876,4.22,1009769.078,
6.247430552,5.8214009,4.3,1453597.507,
6.052408397,6.690464212,3.17,1103206.755,
6.53019329,5.106962247,2.09,1571253.531,
6.583566247,5.514897205,2.29,1400111.497,
6.924538814,8.210602123,4.42,1822987.82,
6.275508702,8.017889181,4.47,1174747.551,
4.338810572,6.303479006,2.48,1147908.529,
5.463119186,6.450620296,3.48,1124125.921,
3.745922263,6.502411114,2.5,822934.8313,
6.376583394,7.351612387,3.03,1448774.971,
4.775907553,7.921577391,4.36,1063630.928,
4.739240943,7.590101512,3.19,861657.3994,
5.380174522,6.191981454,4.43,1034760.04,
5.635341192,6.656387606,3.06,1240864.154,
6.708692007,7.800580682,5.34,1442372.044,
5.952826666,8.368596561,6.46,1390620.168,
4.672028732,6.386089398,2.24,862407.817,
6.179205325,6.732639864,2.05,695152.1733,
7.513298007,6.388362635,3.03,1392537.29,
5.191940878,8.39948615,5.09,1200653.345,
5.589395643,9.449249571,4.23,920540.6539,
6.415791941,6.776273718,3.22,1300433.575,
5.34770038,6.083193454,4.01,1172188.194,
5.736988859,5.623473082,3.2,1054732.6,
4.141508415,5.853322091,3.12,615568.1134,
4.37675375,8.422240324,4.31,1271396.518,
5.098958554,5.662268147,3.14,231189.821,
5.522890844,7.396697598,3.27,1040782.486,
6.483332048,5.564653446,3.07,1111710.9,
5.369021376,7.115186212,3.22,885796.2796,
5.588080994,6.541849058,2.5,809755.6175,
7.116028518,5.329030779,3.36,1095794.165,
5.690518257,7.544191392,6.22,1138609.173,
6.645207267,7.4041142,5.44,873241.9886,
6.742828084,6.604334981,4.1,1413579.817,
7.358643507,6.219018194,4.03,1730084.479,
4.415997412,5.938396401,2.19,996243.4249,
4.484345906,5.178078664,2.01,1273518.737,
6.182807099,7.167177513,6.05,970177.1054,
5.853149898,6.08284131,4.19,1143203.068,
5.1016138,7.844811964,6.04,1437983.825,
7.412988548,3.950224687,2.31,1128720.42,
5.675667394,6.657391847,3.05,1532533.611,
6.670060466,7.335984715,4.06,1082588.727,
6.214134474,7.298146653,5.31,1156308.169,
5.353196392,8.242756348,3.3,1168760.428,
8.082879393,7.302751132,6.15,1357575.852,
5.48606302,6.693434359,4.01,920498.9374,
6.078108557,8.861577101,3.37,1810782.413,
5.976152431,6.448118673,4.26,903657.5625,
7.648432415,6.088061911,3.08,1850513.527,
6.914086746,6.717020451,2.03,1148720.905,
5.387931862,6.58380532,3.23,1492033.205,
6.827612966,6.188287003,3.44,831168.8337,
5.092064142,7.9827641,6.47,1130677.466,
5.243364285,6.317906885,3.12,737202.4576,
5.376432519,7.387603517,3.24,578309.0862,
7.120342379,5.242644354,4.22,1112223.008,
5.694779112,6.810466039,2.49,962531.6649,
5.678509326,6.320235228,2.38,843650.8279,
5.073308976,8.188380547,5.38,1217267.934,
5.611454839,7.001947254,3.35,450307.0174,
7.432324255,6.770586414,3.33,1663473.121,
5.939669345,5.463987578,4.03,1164615.968,
5.759500815,5.690506347,3.35,1263018.127,
5.993314344,7.278782582,5.36,2197436.875,
6.623682254,7.661922672,3.15,1721261.812,
6.181948206,7.953233508,5.19,1670908.662,
5.793523642,7.120717323,4.16,1148749.933,
7.385098056,7.067904619,5.19,1154883.288,
6.888438528,5.233513538,2.4,1707269.528,
6.733866215,6.827278726,2.35,1108406.786,
5.696277886,8.386952035,4.22,1256599.179,
6.556265641,6.351662614,2.38,1180967.735,
6.175657448,6.507107742,2.12,905435.8429,
5.997742589,8.196511734,4.05,1450122.715,
6.397171887,9.007768282,3.38,1382810.706,
4.625164329,5.625509818,2.37,868694.0737,
6.272527603,6.112848062,2.49,1471746.555,
5.900200398,7.514610864,5.47,676377.6614,
6.186299109,5.989111803,2.16,1462422.256,
5.476039767,7.140330542,5.4,1036782.245,
5.220986982,5.825405473,4.41,1122967.385,
7.553762647,8.114826162,4.23,1877073.575,
4.717414038,7.743944663,6.13,1657363.057,
6.418572453,8.72269798,6.19,1757395.787,
7.206743706,7.303116175,6.09,1539084.922,
6.755066604,8.500981648,6.29,1738788.382,
6.994378692,6.57820466,2.26,1189466.714,
6.854714732,6.288488369,4.27,1316793.569,
6.16784018,6.699457258,4.23,1542970.948,
6.01784801,5.144709636,2.04,1024973.195,
6.648406794,6.39517598,4.34,1353182.494,
5.805508469,8.479921331,6.2,1594089.241,
4.12590092,8.457886906,5.11,1501048.204,
4.204036516,6.996336096,3.22,810537.1484,
5.082516102,5.96140678,4.22,1270297.545,
6.103406958,6.569732034,4.09,1591022.904,
4.948259701,7.987512616,6.38,1040652.839,
6.500168689,6.411871045,2.14,639471.7361,
7.583106079,5.607135038,2.02,867898.2822,
4.361132901,6.827891384,4.32,776125.5971,
7.510642045,6.561804932,2.37,1202844.374,
5.78550589,6.436541956,3.42,1346379.985,
5.581331968,7.081653164,4.23,1014430.121,
5.294627535,6.987367714,2.39,1373512.302,
5.213993838,8.429901753,4.19,1454749.807,
5.29985819,8.098857048,3.08,1166600.457,
7.120135332,6.393210122,2.23,1093253.491,
6.327773403,7.207985937,4.4,2130762,
7.7824612,6.564027581,3.05,1719762.308,
5.810724841,6.085444349,2.18,1019880.653,
5.922774742,6.201155203,3.05,1296645.375,
6.866750203,6.933770891,3,1372878.534,
5.930005938,6.980274128,3.43,1117011.106,
6.201098607,6.722967192,4.16,959734.8133,
4.761837692,6.822058699,3.18,1074824.816,
3.518886315,8.374999406,3.2,922054.1319,
5.18067847,6.979764638,3.24,1017374.023,
5.876893588,6.663904269,2.1,1227401.539,
6.503451263,7.110081473,3.26,1226041.783,
4.752153194,8.354961507,3.11,1411334.219,
6.676236409,8.48231689,6.25,1317234.043,
6.784351388,4.765058235,4.4,1250144.012,
6.777375019,9.640681638,5.03,1389047.558,
6.525598482,5.228439448,3.16,792449.5431,
7.082681187,6.776125367,4.06,1860681.947,
5.626456848,8.030099125,4.13,1110827.822,
6.441788609,7.193403798,5.46,1539129.364,
6.51386625,6.938066307,2.37,1132779.837,
4.996375474,7.253765742,6.13,839629.5122,
4.225888127,6.922914743,2.29,1243239.003,
6.162329741,7.98980743,4.27,1104109.035,
8.553939374,7.863971202,4.32,1664301.512,
5.715546028,7.662476479,6,818289.7642,
6.63628491,7.569220698,4.4,1062666.366,
5.153745232,5.490631869,4.45,730043.6451,
5.164251654,8.730904572,6,1307173.872,
7.64196516,4.969158207,2.22,1464710.206,
5.044290162,5.890387971,4.1,769851.8034,
6.320753255,6.376804344,3.32,1012023.399,
5.534934174,6.277831678,4.13,866328.1313,
6.162173321,5.783253683,3.16,1222726.564,
5.970952518,7.359194737,5.37,998702.0371,
6.952034052,9.472742074,6.47,1644242.137,
6.346079744,9.268966847,6.12,1817188.451,
6.523187585,6.02347229,2.3,1553976.234,
7.037251617,5.012792886,3.48,850593.3377,
7.492803317,7.1136851,3.3,1179987.324,
6.609326162,7.509335527,4.23,1554986.695,
6.486568179,8.155915088,5.35,1281378.174,
5.397964171,7.736952387,3.43,1125677.604,
7.248108066,8.425820688,3.13,1705889.887,
5.969854495,5.935709309,2.05,783565.1025,
6.29096854,8.982485924,6.12,1355362.956,
6.650993718,5.258696394,3.07,927181.0664,
5.728827797,6.195270308,3.48,1058517.81,
6.43064836,8.840667908,6.24,1397564.156,
5.333909302,5.487903073,3.12,635429.2305,
4.614993462,6.377310795,4.27,1104701.234,
5.897648506,7.050999424,3.05,1368134.998,
7.374457938,7.149611673,5.11,1204117.419,
5.30506935,7.260436972,3.31,517937.5895,
5.443039346,5.759583193,2.18,1241182.835,
5.061805489,8.535375454,6.45,1603627.28,
6.159101413,8.280403871,4.3,1063206.378,
7.181743678,4.419215488,4.13,1269293.209,
5.356330104,6.73390648,4.15,1063399.275,
9.125282873,7.780007631,4.3,1561313.838,
5.782009284,6.790149675,3.11,1135613.432,
5.67233669,6.39644509,3.14,1057347.166,
6.595790348,5.767253272,4.34,772310.2278,
6.475495935,6.505406567,3.36,989263.2366,
5.901931552,6.686709478,4.13,699323.2624,
8.187045842,7.117961737,3.01,1596342.909,
4.444530278,7.311785484,5.41,1499153.081,
4.49619347,7.081933738,5.31,770770.5849,
5.666298295,8.281878986,6.47,1055484.373,
6.402507331,8.079372683,5.31,1240503.524,
5.302244663,5.036428918,3.38,900973.3764,
5.533015546,6.767607218,3.11,1035976.953,
5.781936693,5.521846997,3.28,1086447.511,
6.892306935,7.708946587,5,1366980.91,
6.675697067,7.275192796,3.17,1616937.019,
7.011621748,7.157214948,4.24,1639944.959,
4.16982037,7.415416068,5.44,509499.589,
6.687367955,6.751208637,4.34,1200125.447,
7.039620141,8.287279331,6.32,2142896.556,
6.318402338,6.361764814,4.01,1301089.712,
7.470777841,7.528286855,4.26,1860648.745,
6.298703746,7.151477066,4.45,1283996.968,
5.21502633,7.716666271,5.29,947355.9701,
4.139620469,6.484684915,4.17,875799.2473,
7.519087436,7.926372237,4,1483041.335,
5.488401987,7.45762873,5.14,1508856.424,
5.017846598,6.797869101,2.36,1302814.489,
6.461488895,7.19091541,5.07,747396.2531,
6.061531793,9.090851632,3.43,1723397.089,
5.264702041,7.418269493,6.43,1059431.451,
6.583447351,7.964419297,3.49,1309397.049,
5.787306592,7.636500321,5.05,981232.6124,
6.5382289,6.895255219,3.24,1389763.822,
5.247829647,7.290631549,6.12,1599963.807,
6.817606266,8.014876701,3.25,1208843.277,
7.152424503,9.293513239,6.17,2059301.343,
5.78089459,8.131984058,3.27,1272337.504,
6.559882632,7.337689237,3.09,1390377.375,
6.271974379,7.365504405,4.08,1212899.219,
6.182091797,6.080269606,3.05,1393482.85,
6.570193583,6.399106708,3.22,1603046.179,
5.753466993,7.42784464,4.44,1063069.916,
4.994616743,6.669292686,3.4,1068492.613,
6.284749966,6.874009026,3.46,1337973.732,
6.289222852,8.366067624,3.25,889831.1511,
5.579520822,8.105228297,4.4,1308231.769,
7.545608876,7.201823309,4.1,1612102.097,
4.661801761,6.498815201,4.18,578161.4955,
6.889373104,6.257776744,2,1454126.551,
8.016627453,8.005870386,6.47,1684537.961,
6.389427717,4.840595055,4.47,1347210.092,
5.739521833,7.437009145,4.5,1603342.669,
5.407478241,7.422156287,5.07,1383563.574,
6.002618021,5.757165087,4.12,705444.1168,
5.57878808,7.343420851,4.22,1418045.719,
6.13569401,6.778563744,4,1457755.979,
7.118266013,7.871982757,5.41,1617405.425,
7.154695334,4.513353831,4.24,456019.1712,
5.500904517,7.183912048,4.37,1348804.229,
5.349422869,8.594842639,5.42,1579360.825,
4.864411174,6.609634039,2.35,385678.1667,
5.908764789,6.847362326,3,1121023.437,
5.571587866,7.780985804,4.45,1178553.616,
6.490523817,8.271982892,6.3,1296467.994,
5.631317375,4.198676629,2.17,313651.5032,
4.790645656,8.365383291,5.21,1530294.577,
4.715683576,6.793215874,3.15,1249914.395,
4.623344495,9.188667262,4.13,1270432.4,
3.962672206,6.360722218,2.08,1123753.734,
5.714878538,7.990513702,6.01,1005087.361,
5.988783205,8.343125221,4.36,1712282.259,
5.506412845,5.727202199,3.39,698457.6776,
6.427781229,6.539577203,4.12,1322439.108,
7.084664124,6.584016966,3.13,1599615.745,
6.68246297,5.764141193,3.41,1142264.248,
3.342599174,7.221147395,6.47,1012768.756,
5.790273451,5.895335124,4.19,1244916.548,
5.560929101,5.77285134,2.18,1016526.594,
7.040707991,6.937166766,4.01,1383565.696,
5.838063828,5.133465711,4.17,1526369.647,
6.305095543,7.866082003,3.23,961495.0964,
5.052311501,7.514062032,6.06,1228362.747,
6.244859498,9.028047222,4.45,1674680.741,
6.812372827,9.2002462,5.39,1411217.493,
6.666808866,6.738533682,2.5,1476392.551,
6.477168821,5.331010176,2.36,751324.1387,
5.0180973,6.68477919,3.35,1366714.376,
5.918210783,6.883670877,2.36,1718625.945,
4.728508129,8.461468275,3.38,1344869.28,
5.401913201,7.323224846,3.37,1442079.057,
6.03271483,5.382998154,3.31,1000892.046,
6.433339399,8.575994509,5.23,1553395.562,
7.939003735,6.749488716,4.25,1969256.933,
5.637312098,6.80926661,2.2,1435261.987,
5.276614898,6.40733952,3.28,718874.6798,
6.744905835,6.596278185,2.43,1883082.276,
6.03689561,8.84477396,6.16,1502443.23,
6.835841168,4.541466869,3.42,1513650.381,
6.045000331,5.165901842,4.04,1410264.405,
5.506579633,4.882380596,4.12,647691.8352,
5.689341577,6.181227861,3.01,1675062.891,
7.912035606,7.092714041,5.28,1336134.486,
4.607911656,8.086981109,6.5,1376240.615,
6.54649533,8.041198572,6.42,1680017.24,
6.445807262,5.98022928,2.49,1186025.951,
6.143843489,6.776068462,4.33,1460044.546,
5.955041901,6.499696377,4.06,650939.2067,
7.19809097,7.328709122,4.12,1525690.995,
8.20738606,8.273386772,6.4,1827476.196,
6.955535847,6.071830703,3.18,860399.3452,
5.885577419,7.813242397,5.35,1574181.732,
4.9464429,5.05618974,3.39,333160.9943,
5.731377655,8.115024462,3.2,1279681.154,
6.336769915,6.628645005,3.32,1594748.125,
5.634388054,8.440490911,5.13,1495375.423,
6.418471533,7.524874654,6.19,954732.9038,
6.99067676,6.833955902,2.46,1426695.686,
6.295516139,6.840125382,2.44,1468459.955,
5.49448752,8.629268407,6.27,1607863.828,
5.844598703,8.297124357,4.03,888866.3945,
6.670542907,6.994015904,2.15,1151341.85,
6.37806605,7.221474525,6.36,1045704.7,
5.079228835,7.64833492,4,1279160.988,
6.686490402,7.321513124,6.26,1799455.406,
6.705843518,8.151471141,3.23,2005167.48,
7.47810445,7.555919437,6.18,1492612.189,
5.300533643,7.795375,3.43,976481.7168,
5.666158556,8.382339218,5.03,1247002.164,
7.031773829,5.093526735,3.37,1426682.135,
5.665250632,6.783121452,3.35,1171989.718,
5.996661954,7.909545202,4.18,1370909.952,
5.354226921,7.508775907,3.46,1083071.56,
6.134660958,6.720772557,2.01,1065656.023,
7.242393804,7.064878233,4.16,1492095.143,
6.082064754,7.405948947,5.05,936864.6878,
6.469294552,6.774243351,3.39,1966139.928,
7.405166506,5.448580097,4.24,1558196.969,
5.807494543,5.838844174,3.25,1280588.342,
4.16897216,8.159537583,4.27,853750.6529,
4.079320164,7.983259576,4.05,978824.6016,
5.142414685,9.916528435,3.14,1273554.278,
5.53792673,6.402028317,4.44,798659.2171,
6.401788641,4.894203341,4.01,1114128.47,
4.559870598,7.499446787,3.13,1108894.003,
6.331878075,6.726795812,3.45,710269.214,
4.372603839,7.473793129,6.31,1142127.884,
6.333788793,6.47618593,3.47,1378269.573,
7.002809147,6.744228166,3.48,1140126.187,
5.831725358,6.586285834,2.2,999146.8694,
6.066999487,7.24990524,4.24,1289201.391,
6.235777366,4.674073564,2.12,973197.7753,
